Date,Libor 1M,3M,6M,1Y,2Y,5Y,10Y,15Y,20Y,30Y
4/24/17,0.0099,0.011647836,0.01290725,0.013556164,0.015369545,0.019014621,0.022288923,0.023920271,0.02464948,0.024877866
4/25/17,0.0099,0.011686621,0.013099723,0.013827825,0.015740547,0.019573006,0.022957548,0.024621143,0.025372959,0.025592671
4/26/17,0.0099,0.01170048,0.013033286,0.013720016,0.015564992,0.019271164,0.022600931,0.024297266,0.025041385,0.02527815
4/27/17,0.01,0.011678156,0.012873562,0.013545868,0.015363255,0.019083364,0.022459883,0.024187815,0.024949579,0.025229454
4/28/17,0.01,0.011705774,0.012950974,0.01363164,0.015427717,0.019017755,0.022331287,0.024034475,0.024780148,0.02504895
5/2/17,0.0099,0.011719632,0.012918502,0.013539433,0.015356456,0.018962048,0.02225587,0.023981563,0.024752823,0.025048305
5/3/17,0.0099,0.011694327,0.012984186,0.013681963,0.01556039,0.019268959,0.022484361,0.02412403,0.024856806,0.02507643
5/4/17,0.0099,0.011775066,0.013061139,0.01373389,0.015697759,0.019511255,0.022813734,0.024452501,0.025183264,0.025392759
5/5/17,0.0099,0.011786132,0.013105603,0.01381141,0.015743544,0.01947042,0.022686372,0.02427492,0.024953901,0.025147365
5/8/17,0.0099,0.011827707,0.013208546,0.013923724,0.01592927,0.019787538,0.023056855,0.024683219,0.025398093,0.025604532
5/9/17,0.0099,0.011802184,0.01311123,0.013789224,0.015845208,0.019772101,0.023074057,0.024709754,0.025414395,0.025622947
5/10/17,0.0099,0.01179123,0.013042375,0.013719209,0.015741367,0.019663392,0.023042016,0.024711629,0.025439314,0.025638925
5/11/17,0.0099,0.01179999,0.013010281,0.01364339,0.015616041,0.019496232,0.022880384,0.024563488,0.025300472,0.025526451
5/12/17,0.0099,0.011777857,0.012763271,0.013290386,0.01507923,0.018860011,0.022310013,0.024095824,0.024895934,0.025181606
5/15/17,0.01,0.011776661,0.012799067,0.013328601,0.015054198,0.018849218,0.022373842,0.024155906,0.024916791,0.025199424
5/16/17,0.01,0.011793909,0.012812756,0.013340447,0.015057818,0.018801087,0.022284716,0.024073157,0.024871162,0.025162795
5/17/17,0.01,0.011765808,0.012515594,0.012921206,0.014436702,0.017840667,0.021293773,0.023146637,0.02399833,0.024415403
5/18/17,0.0101,0.011699692,0.01263928,0.013130783,0.014682581,0.018060301,0.021363518,0.023127186,0.023877979,0.024153992
5/19/17,0.0102,0.01184645,0.012779997,0.013279367,0.014866313,0.018267363,0.021519845,0.023222496,0.023957364,0.024193729
5/22/17,0.0103,0.011901881,0.012866635,0.01336631,0.01500999,0.018472834,0.021738844,0.023417197,0.024147266,0.024358232
5/23/17,0.0102,0.011868682,0.012936843,0.013480972,0.015179764,0.01868767,0.022034931,0.023754492,0.024497013,0.024782
5/24/17,0.0103,0.011957215,0.012814873,0.013289063,0.014875189,0.018355393,0.021764958,0.023583236,0.024384208,0.024734296
5/25/17,0.0104,0.011985526,0.012933701,0.013440495,0.015077154,0.018496882,0.021845596,0.023616138,0.024406184,0.024707211
5/26/17,0.0104,0.011999383,0.012910903,0.013410544,0.015036418,0.018479613,0.021814209,0.02360126,0.024388768,0.024719762
5/30/17,0.0105,0.011999383,0.012858983,0.013304196,0.014828589,0.018032781,0.021332129,0.023115454,0.023918163,0.024267222
5/31/17,0.0106,0.012080723,0.012876593,0.013324197,0.014840405,0.017996473,0.02128509,0.023042018,0.023822296,0.024155286
6/1/17,0.0108,0.012161681,0.013027929,0.01350455,0.014983291,0.018102454,0.02135712,0.023058628,0.023863463,0.024167205
6/2/17,0.0109,0.012205943,0.013036359,0.013480562,0.014852485,0.017720472,0.020852017,0.022580499,0.023363205,0.023679943
